Uid,Sentiment
26210,negative
24252,negative
18113,neutral
27426,negative
18760,negative
16377,neutral
32399,neutral
13711,neutral
41885,negative
37238,neutral
19231,neutral
36060,neutral
24228,neutral
22520,negative
41031,neutral
13932,negative
19568,negative
13970,negative
31976,neutral
24413,positive
2294,positive
43921,negative
9084,neutral
28825,negative
28223,positive
23478,positive
2752,positive
15701,neutral
740,positive
5090,negative
17668,neutral
16594,negative
17144,positive
20590,positive
26403,positive
6974,negative
14883,negative
35175,positive
2722,neutral
1664,positive
19351,negative
30488,negative
17932,negative
27014,negative
28541,negative
5349,positive
2615,negative
25531,negative
20236,positive
41413,negative
8121,neutral
44252,positive
14423,neutral
27141,neutral
27098,positive
4350,neutral
4145,positive
19855,negative
24388,negative
1888,negative
2616,positive
27416,neutral
32637,neutral
7626,negative
21188,negative
12806,neutral
5307,negative
8359,neutral
9665,neutral
11754,negative
38683,negative
21030,neutral
21830,neutral
40759,positive
39470,neutral
1977,negative
5150,neutral
33622,neutral
20207,neutral
16287,negative
12741,positive
39909,negative
39446,negative
22004,neutral
26011,negative
13709,positive
26320,negative
15138,negative
44164,negative
17826,positive
27315,positive
38536,positive
12024,negative
44216,positive
23669,negative
36576,positive
35431,neutral
15881,negative
22543,negative
4491,positive
7697,positive
17987,negative
16912,negative
41682,negative
318,negative
35716,negative
24800,positive
40921,negative
5055,neutral
30195,positive
36705,neutral
44050,negative
1059,positive
42618,negative
38748,neutral
43009,neutral
40066,neutral
6638,negative
26440,positive
18251,positive
19792,neutral
2591,neutral
23486,negative
22638,positive
28570,negative
36603,negative
16859,positive
40898,positive
44423,neutral
20294,neutral
29767,positive
30659,negative
31875,negative
36012,neutral
12684,negative
44893,neutral
29404,neutral
44230,positive
13096,negative
43482,negative
43512,neutral
23831,negative
16352,positive
24136,neutral
36333,neutral
29390,neutral
39654,neutral
1316,negative
14257,neutral
7262,neutral
33629,negative
32752,positive
3459,negative
19700,negative
40820,negative
13310,neutral
43951,negative
42268,neutral
12665,negative
13795,negative
13371,neutral
29781,positive
36886,neutral
43728,positive
18698,negative
28822,neutral
31756,positive
43268,negative
14341,positive
26392,positive
36894,neutral
39785,negative
5846,negative
33415,positive
27716,positive
30406,negative
23735,negative
36753,positive
16059,neutral
14744,neutral
10900,negative
20544,neutral
38949,negative
17578,negative
19373,negative
24146,negative
4396,positive
12449,neutral
42337,negative
39646,neutral
8601,positive
42402,neutral
18722,negative
28273,positive
33176,negative
43734,negative
35193,negative
21893,negative
26235,negative
5153,negative
23836,negative
22235,positive
43755,negative
31243,positive
4740,neutral
15254,neutral
27871,negative
19246,positive
2991,neutral
19180,negative
9138,neutral
39013,negative
28785,neutral
37043,negative
39395,neutral
12516,negative
37061,positive
37456,neutral
11787,negative
3139,positive
40371,negative
36717,neutral
35640,negative
26812,neutral
25858,negative
12021,positive
45086,negative
24510,negative
15366,negative
19551,neutral
19166,negative
16142,neutral
21547,positive
16847,positive
16862,negative
29629,negative
32303,neutral
15113,negative
7354,negative
24581,negative
21191,positive
16385,positive
37107,neutral
37262,negative
30712,negative
5635,negative
18695,negative
21050,negative
3658,neutral
8261,negative
15354,positive
40172,negative
11250,neutral
13007,negative
28220,negative
23299,positive
15177,positive
18889,negative
30903,negative
23436,neutral
13514,neutral
28346,negative
13575,neutral
24554,negative
19427,neutral
12371,negative
27011,positive
22228,neutral
25592,neutral
13532,neutral
26924,negative
37512,negative
13637,neutral
6568,positive
3155,neutral
8455,negative
20905,negative
44457,neutral
38179,neutral
1767,negative
17322,neutral
24862,neutral
33070,neutral
9753,neutral
12854,positive
18693,positive
18766,negative
30370,negative
9112,negative
30154,negative
5320,neutral
7532,negative
9779,positive
29266,positive
22590,positive
24719,positive
37386,neutral
38639,neutral
19154,negative
14717,negative
10601,neutral
8032,neutral
27052,negative
17019,negative
37914,negative
2975,negative
24193,negative
8917,negative
33940,negative
3898,positive
26272,negative
42710,positive
28696,negative
18939,positive
5255,neutral
14470,neutral
4511,positive
13114,positive
32015,negative
15371,neutral
2060,negative
18116,negative
33438,neutral
29287,negative
1541,neutral
41624,positive
27201,negative
43780,neutral
26831,positive
348,negative
41054,neutral
42939,positive
21964,negative
24468,negative
18834,negative
22189,positive
32368,positive
28033,neutral
9916,neutral
797,neutral
26018,negative
11751,positive
28341,negative
15983,positive
40329,negative
38792,positive
1645,negative
12821,negative
24910,negative
13829,negative
1114,neutral
38088,negative
15236,positive
28747,neutral
38048,neutral
23937,neutral
23169,neutral
7228,negative
28460,negative
42654,neutral
781,neutral
16326,neutral
28805,negative
10498,negative
36134,positive
31403,negative
11124,negative
7390,negative
30372,neutral
18163,positive
12865,negative
14314,negative
35327,neutral
14840,positive
39409,positive
13800,negative
34296,positive
24943,positive
16275,negative
7971,negative
32527,negative
7338,neutral
18739,positive
2042,negative
9769,neutral
27219,neutral
16576,negative
12653,positive
42730,neutral
10969,neutral
45,neutral
9560,positive
38411,negative
6155,negative
34251,positive
36249,neutral
45117,positive
23418,positive
26765,positive
38046,negative
27233,positive
13891,negative
497,negative
36456,negative
37069,neutral
13160,positive
44998,negative
18093,neutral
22585,positive
19028,positive
8104,neutral
35113,positive
16935,neutral
42854,positive
27534,positive
27137,negative
45050,negative
27940,neutral
40762,positive
22250,negative
44741,positive
2807,positive
21327,neutral
30217,neutral
6456,negative
16792,negative
8317,negative
44187,negative
34260,positive
19067,negative
21938,positive
31936,negative
11947,positive
31013,negative
22259,negative
17281,negative
1550,neutral
2604,positive
6220,negative
24487,positive
288,neutral
5043,positive
18864,neutral
27840,negative
44014,positive
11964,positive
20346,negative
31672,neutral
6993,positive
18570,positive
26097,positive
6921,negative
10726,negative
1706,negative
28262,neutral
1415,negative
6828,negative
22856,negative
9035,negative
26304,negative
42370,negative
10479,neutral
3063,positive
38669,positive
8539,negative
28287,negative
101,neutral
28116,negative
36966,positive
9585,negative
16857,negative
6412,neutral
30914,positive
34589,negative
42317,neutral
4735,negative
23824,negative
27976,negative
16386,neutral
30417,negative
21801,neutral
45222,neutral
4989,positive
2376,neutral
29640,negative
13541,positive
35673,positive
15642,negative
35946,negative
16685,positive
31284,negative
44882,positive
988,positive
10427,positive
8780,neutral
576,negative
10283,negative
2388,neutral
31223,negative
8886,positive
22506,negative
15014,negative
34453,negative
26738,neutral
6352,neutral
16072,negative
7185,positive
15384,negative
36689,negative
42202,negative
28834,negative
45230,neutral
42348,positive
13498,positive
26428,positive
28218,negative
4229,negative
39772,neutral
41490,negative
17307,neutral
20857,positive
19889,positive
34436,neutral
35238,neutral
21001,positive
26762,negative
29811,neutral
15898,positive
2580,neutral
39061,negative
4605,neutral
3068,neutral
23726,negative
24477,negative
20647,negative
24158,positive
22680,neutral
12686,negative
2122,neutral
16192,negative
2450,positive
14821,neutral
4696,negative
45181,neutral
26205,positive
2698,negative
12580,negative
13769,positive
23741,negative
17742,negative
4847,negative
10159,negative
36828,neutral
28042,negative
12165,positive
12640,negative
3480,negative
13859,positive
22207,negative
2102,negative
28877,negative
18933,positive
31086,positive
9266,negative
2485,negative
37965,negative
15707,negative
7157,positive
6884,negative
27259,negative
2330,positive
7206,negative
35288,positive
37949,neutral
43227,neutral
24106,positive
27139,positive
23887,neutral
19313,positive
20935,positive
24437,positive
44032,neutral
9060,neutral
28689,negative
16960,positive
25316,neutral
5430,neutral
34670,neutral
38797,negative
24784,neutral
13731,negative
5093,negative
45131,neutral
4577,positive
37825,negative
32844,negative
2304,negative
34105,negative
996,negative
31889,positive
26616,negative
32040,negative
2363,negative
439,negative
42512,negative
2101,positive
22653,neutral
19075,negative
40038,negative
43580,negative
40749,neutral
41541,positive
44849,neutral
19444,negative
17131,positive
30332,positive
26709,negative
30568,neutral
6362,positive
17225,neutral
3235,neutral
6157,negative
17191,negative
11977,neutral
3013,neutral
14354,positive
3753,neutral
27206,positive
8151,neutral
15110,positive
18809,positive
23127,negative
44530,neutral
3941,negative
9893,neutral
42405,neutral
38861,positive
22778,negative
7507,negative
27107,positive
32071,neutral
3441,negative
28468,negative
31294,negative
14037,negative
26967,positive
14613,positive
22124,negative
17234,positive
20283,negative
19304,positive
7078,neutral
1871,negative
39566,positive
29220,neutral
38593,positive
18711,positive
45250,positive
3151,neutral
36498,neutral
11143,negative
12330,negative
12905,positive
29446,negative
12,neutral
18622,negative
40952,negative
31405,negative
43555,negative
35121,negative
20977,negative
37461,neutral
42240,neutral
39077,negative
28049,positive
15283,negative
12261,neutral
14843,neutral
29348,neutral
4201,negative
21369,positive
28308,negative
24467,positive
13861,negative
42671,neutral
15187,negative
19658,positive
7523,negative
29717,neutral
16590,neutral
12527,positive
24019,positive
27347,negative
23742,neutral
30841,positive
24778,positive
43776,positive
12335,negative
1618,negative
28294,negative
22048,negative
18306,positive
8549,negative
2538,positive
2186,positive
31278,neutral
12909,neutral
33086,positive
30937,negative
1699,negative
17014,negative
31713,positive
16686,positive
38936,negative
42233,neutral
44694,negative
15270,neutral
17376,negative
22265,negative
21128,negative
29255,negative
21041,positive
18752,negative
8369,negative
28874,positive
3954,positive
30578,positive
38247,negative
39701,negative
9990,neutral
6745,positive
34439,negative
42508,neutral
8278,neutral
895,negative
21118,positive
28868,negative
1463,neutral
33873,positive
36256,neutral
20106,neutral
27226,neutral
23939,positive
28431,positive
12945,positive
14436,positive
39675,neutral
13809,neutral
17654,negative
1553,neutral
19966,neutral
3330,positive
31245,positive
15606,positive
13609,positive
31277,neutral
14061,neutral
33525,positive
9843,positive
14180,neutral
8075,positive
19931,positive
14293,neutral
15755,positive
40980,negative
6199,neutral
28487,neutral
19091,neutral
20943,positive
15962,neutral
21977,positive
29612,positive
14503,neutral
15104,neutral
36792,positive
26138,neutral
32132,neutral
33880,neutral
43038,neutral
18321,positive
14083,negative
6182,positive
20619,positive
34837,negative
14583,neutral
44902,positive
19267,neutral
17266,neutral
