Uid,Sentiment
30544,negative
30550,negative
30568,neutral
30576,positive
30578,positive
30587,positive
30588,neutral
30589,negative
30604,neutral
30625,neutral
30636,neutral
30639,negative
30647,negative
30659,negative
30684,positive
30698,neutral
30708,neutral
30712,negative
30713,neutral
30765,neutral
30779,positive
30794,negative
30795,negative
30841,positive
30846,negative
30884,neutral
30890,negative
30903,negative
30914,positive
30937,negative
30943,neutral
30945,negative
30966,negative
30971,neutral
30972,neutral
30979,positive
30992,neutral
30997,positive
31013,negative
31017,negative
31041,positive
31056,neutral
31067,negative
31086,positive
31106,neutral
31116,positive
31137,neutral
31189,neutral
31223,negative
31236,positive
31243,positive
31245,positive
31253,negative
31277,neutral
31278,neutral
31281,positive
31284,negative
31285,negative
31294,negative
31295,negative
31303,negative
31307,negative
31314,neutral
31323,neutral
31342,neutral
31350,neutral
31363,negative
31403,negative
31405,negative
31483,negative
31492,negative
31519,positive
31554,neutral
31574,positive
31672,neutral
31681,negative
31706,neutral
31713,positive
31726,positive
31727,neutral
31745,neutral
31756,positive
31772,neutral
31839,negative
31855,positive
31866,positive
31875,negative
31889,positive
31936,negative
31946,neutral
31976,neutral
32015,negative
32036,positive
32040,negative
32057,positive
32071,neutral
32093,neutral
32130,positive
32132,neutral
32135,negative
32180,positive
32224,positive
32226,neutral
32303,neutral
32304,neutral
32319,neutral
32368,positive
32381,neutral
32399,neutral
32426,positive
32452,neutral
32463,negative
32466,positive
32473,positive
32495,neutral
32527,negative
32627,negative
32628,positive
32634,negative
32637,neutral
32657,negative
32665,positive
32683,positive
32708,negative
32721,positive
32728,neutral
32748,negative
32752,positive
32759,neutral
32786,negative
32790,negative
32799,negative
32803,neutral
32805,positive
32807,negative
32838,positive
32844,negative
32877,neutral
32879,positive
32895,positive
32930,negative
32944,positive
32965,negative
33032,negative
33039,positive
33070,neutral
33082,neutral
33086,positive
33088,neutral
33135,positive
33149,positive
33166,positive
33176,negative
33238,neutral
33239,negative
33250,neutral
33272,negative
33287,neutral
33370,negative
33415,positive
33426,positive
33438,neutral
33462,negative
33469,negative
33470,positive
33519,neutral
33525,positive
33526,neutral
33543,neutral
33618,positive
33622,neutral
33629,negative
33652,neutral
33655,negative
33658,negative
33662,negative
33671,negative
33722,positive
33731,negative
33744,neutral
33784,positive
33798,positive
33810,neutral
33818,positive
33859,positive
33873,positive
33880,neutral
33938,positive
33940,negative
33948,positive
33978,neutral
33983,neutral
34012,negative
34031,neutral
34066,negative
34074,negative
34105,negative
34127,positive
34143,neutral
34148,negative
34152,positive
34181,negative
34216,positive
34220,neutral
34225,negative
34234,negative
34251,positive
34254,neutral
34260,positive
34264,negative
34272,neutral
34296,positive
34325,negative
34348,negative
34357,neutral
34378,positive
34388,neutral
34400,positive
34436,neutral
34439,negative
34450,neutral
34453,negative
34464,positive
34487,neutral
34519,neutral
34525,positive
34535,negative
34554,negative
34589,negative
34609,negative
34626,neutral
34633,neutral
34670,neutral
34731,neutral
34735,neutral
34779,positive
34784,positive
34805,negative
34837,negative
34878,negative
34882,neutral
34884,negative
34923,positive
34952,positive
34966,positive
35017,positive
35027,positive
35035,neutral
35037,negative
35052,positive
35054,positive
35068,positive
35088,neutral
35101,negative
35113,positive
35121,negative
35144,positive
35171,neutral
35175,positive
35193,negative
35199,positive
35202,positive
35219,negative
35231,negative
35232,neutral
35238,neutral
35253,neutral
35288,positive
35295,neutral
35302,neutral
35315,neutral
35327,neutral
35335,positive
35360,neutral
35431,neutral
35433,positive
35444,positive
35459,positive
35467,negative
35491,negative
35514,negative
35516,neutral
35524,negative
35537,positive
35565,neutral
35575,positive
35607,negative
35640,negative
35671,positive
35673,positive
35680,negative
35711,neutral
35716,negative
35740,positive
35841,negative
35892,neutral
35930,positive
35946,negative
36012,neutral
36029,negative
36045,negative
36060,neutral
36105,neutral
36110,neutral
36111,positive
36120,positive
36126,negative
36134,positive
36176,neutral
36185,positive
36202,negative
36210,positive
36215,negative
36216,neutral
36249,neutral
36252,negative
36256,neutral
36296,positive
36310,neutral
36316,negative
36328,neutral
36333,neutral
36358,neutral
36409,negative
36456,negative
36464,positive
36467,negative
36476,negative
36498,neutral
36543,negative
36576,positive
36603,negative
36612,neutral
36632,positive
36663,positive
36689,negative
36704,positive
36705,neutral
36708,positive
36717,neutral
36746,neutral
36753,positive
36789,positive
36792,positive
36828,neutral
36841,negative
36886,neutral
36894,neutral
36905,negative
36907,positive
36955,negative
36961,negative
36966,positive
36977,negative
36988,positive
36991,positive
37009,positive
37043,negative
37061,positive
37069,neutral
37072,positive
37094,negative
37107,neutral
37114,neutral
37143,positive
37153,neutral
37164,negative
37177,negative
37211,negative
37226,positive
37229,positive
37238,neutral
37262,negative
37267,positive
37280,negative
37292,negative
37312,negative
37386,neutral
37402,neutral
37417,positive
37456,neutral
37461,neutral
37477,neutral
37493,negative
37504,negative
37512,negative
37549,negative
37614,neutral
37654,neutral
37671,neutral
37677,negative
37687,negative
37726,negative
37727,positive
37742,neutral
37750,neutral
37799,positive
37825,negative
37838,neutral
37840,negative
37864,neutral
37880,neutral
37899,neutral
37914,negative
37920,neutral
37921,negative
37949,neutral
37965,negative
38001,neutral
38008,neutral
38013,positive
38029,negative
38046,negative
38048,neutral
38049,negative
38056,neutral
38078,negative
38085,negative
38088,negative
38093,neutral
38112,neutral
38143,positive
38178,neutral
38179,neutral
38189,neutral
38220,positive
38247,negative
38314,neutral
38331,positive
38338,positive
38347,negative
38393,negative
38411,negative
38473,negative
38474,negative
38477,negative
38487,negative
38536,positive
38562,neutral
38583,negative
38593,positive
38635,neutral
38639,neutral
38669,positive
38683,negative
38700,positive
38748,neutral
38761,positive
38764,positive
38785,neutral
38786,neutral
38792,positive
38797,negative
38817,positive
38819,positive
38861,positive
38933,positive
38936,negative
38943,negative
38949,negative
38975,negative
39013,negative
39061,negative
39075,negative
39077,negative
39079,neutral
39086,neutral
39096,neutral
39128,positive
39163,positive
39166,positive
39172,positive
39175,positive
39196,positive
39260,negative
39275,neutral
39289,positive
39304,positive
39333,neutral
39341,neutral
39361,neutral
39382,neutral
39395,neutral
39409,positive
39446,negative
39467,negative
39470,neutral
39480,positive
39485,positive
39517,positive
39525,positive
39529,neutral
39566,positive
39569,negative
39588,negative
39646,neutral
39654,neutral
39675,neutral
39701,negative
39704,negative
39713,negative
39716,negative
39739,neutral
39772,neutral
39785,negative
39811,positive
39828,neutral
39831,negative
39852,neutral
39855,neutral
39857,positive
39902,neutral
39909,negative
39910,neutral
39918,neutral
40016,positive
40038,negative
40060,positive
40066,neutral
40093,neutral
40107,neutral
40143,neutral
40172,negative
40186,negative
40188,negative
40236,positive
40242,negative
40248,negative
40249,neutral
40274,positive
40301,negative
40317,neutral
40321,neutral
40329,negative
40336,positive
40353,negative
40358,positive
40371,negative
40384,negative
40387,neutral
40391,positive
40422,negative
40435,neutral
40525,positive
40533,neutral
40558,negative
40570,positive
40618,positive
40634,positive
40643,neutral
40749,neutral
40759,positive
40762,positive
40801,neutral
40807,neutral
40820,negative
40832,neutral
40871,neutral
40893,positive
40898,positive
40920,negative
40921,negative
40952,negative
40962,neutral
40966,neutral
40980,negative
41022,negative
41029,neutral
41031,neutral
41054,neutral
41134,neutral
41166,positive
41252,negative
41302,negative
41358,neutral
41376,negative
41384,neutral
41413,negative
41417,negative
41453,positive
41471,negative
41490,negative
41501,negative
41541,positive
41573,negative
41581,positive
41599,negative
41601,neutral
41606,negative
41613,positive
41624,positive
41634,positive
41650,negative
41682,negative
41740,negative
41753,negative
41758,negative
41791,negative
41804,positive
41814,negative
41820,negative
41827,neutral
41834,positive
41883,positive
41885,negative
41909,negative
41943,neutral
42042,neutral
42115,neutral
42186,positive
42202,negative
42233,neutral
42240,neutral
42260,negative
42268,neutral
42277,neutral
42283,positive
42299,negative
42317,neutral
42329,neutral
42337,negative
42348,positive
42369,neutral
42370,negative
42371,negative
42402,neutral
42405,neutral
42436,neutral
42454,positive
42508,neutral
42512,negative
42519,negative
42522,negative
42574,negative
42582,negative
42593,positive
42603,positive
42618,negative
42642,negative
42654,neutral
42659,neutral
42663,positive
42671,neutral
42691,neutral
42704,negative
42710,positive
42713,positive
42730,neutral
42802,positive
42826,positive
42829,neutral
42843,neutral
42854,positive
42875,negative
42886,neutral
42923,negative
42939,positive
42940,neutral
42944,positive
42981,positive
43009,neutral
43038,neutral
43067,neutral
43111,positive
43131,neutral
43139,neutral
43202,positive
43212,positive
43218,neutral
43227,neutral
43268,negative
43308,neutral
43337,positive
43394,neutral
43401,neutral
43421,positive
43482,negative
43506,positive
43508,neutral
43512,neutral
43518,neutral
43527,positive
43555,negative
43580,negative
43629,neutral
43643,positive
43682,neutral
43688,positive
43696,positive
43728,positive
43731,neutral
43734,negative
43755,negative
43761,negative
43776,positive
43780,neutral
43789,neutral
43795,positive
43796,negative
43857,positive
43921,negative
43925,neutral
43951,negative
43958,positive
43962,negative
43973,neutral
44013,negative
44014,positive
44022,neutral
44024,neutral
44032,neutral
44050,negative
44067,negative
44120,positive
44145,neutral
44164,negative
44187,negative
44209,positive
44216,positive
44230,positive
44252,positive
44279,neutral
44331,neutral
44357,positive
44385,positive
44393,neutral
44423,neutral
44431,neutral
44451,positive
44457,neutral
44517,negative
44528,neutral
44530,neutral
44551,positive
44567,negative
44572,neutral
44573,positive
44587,negative
44616,neutral
44663,positive
44672,neutral
44687,positive
44694,negative
44732,negative
44736,neutral
44741,positive
44756,positive
44763,neutral
44820,neutral
44849,neutral
44880,negative
44882,positive
44886,negative
44893,neutral
44902,positive
44939,neutral
44954,positive
44956,neutral
44998,negative
45010,neutral
45043,negative
45050,negative
45054,neutral
45068,negative
45071,negative
45086,negative
45089,positive
45117,positive
45127,negative
45131,neutral
45135,negative
45177,positive
45181,neutral
45206,negative
45222,neutral
45230,neutral
45250,positive
45260,negative
