Uid,Sentiment
2170,neutral
2135,neutral
2123,positive
1995,negative
1768,positive
1616,positive
1553,positive
1535,positive
1368,positive
1156,positive
1141,positive
1140,positive
1054,positive
1053,positive
965,neutral
882,positive
856,positive
854,positive
838,neutral
816,neutral
648,neutral
616,positive
482,positive
400,positive
328,positive
255,positive
243,positive
199,neutral
2861,positive
2833,positive
2802,positive
2763,positive
2598,positive
2526,positive
2484,neutral
2243,positive
2181,positive
2035,neutral
1830,positive
1757,positive
1639,neutral
1607,positive
1593,positive
1579,positive
1554,positive
1548,positive
1508,positive
1469,positive
1451,neutral
1443,positive
1427,neutral
1367,positive
1356,positive
1334,positive
1283,positive
1263,positive
1230,neutral
1145,positive
1130,positive
1096,positive
1079,positive
874,neutral
675,positive
586,neutral
316,neutral
288,positive
82,neutral
36,positive
33,positive
2988,positive
2939,positive
2798,neutral
2641,positive
2628,neutral
2626,positive
2567,negative
2499,positive
2306,neutral
2238,positive
2205,neutral
2137,positive
2104,positive
2077,positive
2025,positive
1568,positive
1519,positive
1422,neutral
1404,positive
1305,positive
1250,positive
1243,positive
1093,positive
1064,positive
941,positive
939,positive
2459,positive
2055,neutral
1590,positive
1534,positive
1195,neutral
1186,positive
1135,neutral
1037,neutral
1032,neutral
710,neutral
656,positive
652,positive
325,positive
224,neutral
102,positive
18,positive
14,positive
2953,positive
2934,neutral
2806,neutral
2468,positive
2301,positive
2106,positive
2067,neutral
1993,neutral
1937,neutral
1597,neutral
1587,neutral
1538,positive
1472,positive
1425,neutral
1416,neutral
1412,positive
1395,neutral
1246,positive
1225,neutral
1179,positive
1095,neutral
1045,positive
989,neutral
919,neutral
837,positive
787,positive
735,neutral
732,neutral
692,positive
663,positive
467,neutral
444,neutral
303,positive
173,positive
144,positive
95,negative
2963,neutral
2941,positive
2888,neutral
2702,neutral
2643,positive
2416,positive
2386,positive
2365,neutral
2356,positive
2247,positive
2245,positive
1444,neutral
1401,positive
1313,neutral
1175,neutral
1083,positive
1067,neutral
782,positive
721,positive
694,positive
662,positive
659,positive
643,positive
608,positive
510,positive
407,neutral
394,neutral
280,positive
274,positive
269,neutral
233,neutral
191,neutral
55,neutral
2509,positive
2455,positive
2267,neutral
2226,positive
2177,positive
2125,positive
2092,positive
1896,positive
1743,positive
1602,positive
1474,positive
1394,positive
1352,positive
1233,neutral
1147,neutral
1001,positive
963,positive
943,neutral
793,positive
718,positive
700,positive
557,positive
508,positive
498,positive
323,neutral
322,neutral
321,neutral
283,positive
207,positive
178,positive
127,neutral
87,neutral
38,positive
20,positive
2972,neutral
2824,positive
2807,positive
2670,neutral
2402,positive
2390,positive
2343,neutral
2224,positive
2283,positive
1667,positive
1316,neutral
1215,positive
1187,neutral
1075,positive
902,neutral
751,neutral
624,positive
276,positive
31,negative
2965,neutral
2948,neutral
2814,positive
2764,positive
2525,neutral
2461,positive
2346,positive
2339,positive
2095,positive
1505,neutral
1244,positive
1133,positive
819,neutral
708,negative
2412,positive
2407,positive
2320,positive
2249,neutral
1612,positive
1555,neutral
1419,positive
1205,positive
1126,positive
996,neutral
625,positive
480,neutral
476,positive
26,negative
15,positive
2735,positive
2120,positive
2097,negative
1695,positive
1570,positive
1399,positive
1378,neutral
1374,neutral
796,neutral
705,positive
651,neutral
642,neutral
558,neutral
543,positive
313,negative
301,neutral
273,neutral
167,positive
134,neutral
96,positive
54,neutral
42,positive
2983,positive
2961,neutral
2943,positive
2878,positive
2875,neutral
2775,neutral
2652,neutral
2539,neutral
1966,positive
1582,neutral
1272,neutral
1203,positive
1193,positive
1015,positive
844,positive
742,neutral
679,positive
550,positive
501,positive
490,neutral
324,positive
284,positive
282,neutral
149,neutral
110,positive
78,neutral
44,positive
2774,neutral
2562,positive
2340,positive
1618,neutral
1600,neutral
1549,neutral
1532,positive
1459,neutral
1456,positive
1335,positive
1299,positive
1043,neutral
929,neutral
809,positive
716,positive
632,positive
618,positive
410,positive
271,neutral
252,neutral
93,neutral
2454,positive
2444,neutral
2358,positive
2138,neutral
1837,neutral
1601,neutral
1307,neutral
1265,positive
1218,positive
578,positive
466,neutral
447,neutral
405,positive
66,neutral
19,positive
2977,positive
2930,positive
2883,positive
2889,negative
2834,positive
1843,positive
1698,positive
415,positive
346,positive
332,positive
2142,positive
681,positive
2674,positive
1252,positive
1510,positive
483,positive
1340,positive
555,positive
2016,positive
2520,positive
1109,positive
1614,positive
1431,positive
2659,positive
2772,positive
1990,positive
1327,positive
1280,positive
917,positive
867,positive
2408,positive
1630,positive
631,positive
281,positive
2443,positive
1564,positive
1423,positive
1040,positive
932,positive
834,positive
2259,positive
494,positive
1626,positive
1571,positive
828,positive
2690,positive
2406,positive
1609,positive
1387,positive
1010,positive
614,positive
517,positive
2618,positive
1787,positive
1393,positive
1381,positive
987,positive
257,positive
194,positive
2882,positive
2333,positive
2167,positive
2051,positive
727,positive
505,positive
2634,neutral
1566,positive
1560,positive
910,positive
491,positive
442,positive
440,positive
264,positive
65,positive
25,positive
2827,positive
2686,positive
2622,positive
2078,positive
1473,neutral
1315,positive
1229,positive
1164,positive
1003,positive
866,positive
629,positive
314,positive
80,neutral
56,positive
2490,positive
2355,positive
