text	label
Start from scratch : Comenzar de nuevo . I did n’t understand much , can we start from scratch	0
Eso es lo q significa q un rayo puede caer , You never know lighting could strike , figurativamente es q lo improbable puede suceder	1
Not true : Old dogs do n't learn new tricks ( loro viejo no aprende ) You are never too old to set another goal or to dream a new dream . CSLewis	2
Hold down a job : Algo así como mantener un trabajo . Shelly is constantly getting fired , she can n’t hold down a job .	0
y uno tampoco dice I like my shade , no te preocupes si no lo expliqué bien me dices ,	0
he sure did ! I remember back in the day when the B-Boyz had probz con nosotros at GMx este Andy was stuck between friends	2
I 'm not bitchy haha I just kinda cranky cuando me pega la hambre xD	2
By far : Por un margen considerable/En gran manera . They are by far the best students in the class .	2
yeahhhh ^.^ pero no vallas a quedar mal ehhh :)	2
Ctoni ta acabao cao juegan mejor los que estan end Mexico	0
BBonjour Aight do n't tripas carnitas : )	2
pero enserio !! Lol it 's like there meant to break face with tears of joy face with tears of joy	2
y con la compra de audiobooks puedes hablar gratis con uno de los muchachos que me ayudan , esto es nuevo , luego lo explico	1
Whining : Quejarse My wife keeps whining about me fixing the door .	1
sea notado lol smiling face	2
no pos wow , go get something to eat lolol	1
Todos enserados en Su Cuarto I yo Aki chilling en ka cosina aver Kien me trai Comida face with tears of joy	2
Emotions running high : alterados The family feud was intense ; emotions were running high .	0
Ran a stop sign : Saltarse una señal de Paro The cop pulled me over because I ran a stop sign .	0
revisas en tu spam por favor ? si definitivamente no te llegó voy a cambiar el sistema de distribución	1
My Facebook , Ig & Twitter is hellaa dead y 'all are some Gay ass people Jk soy yo que has no life expressionless face unamused face OK hand	0
The professor looks like the Dos XX man	2
some ? Tengo 3 dozenas en el freezer lol	2
BBonjour no lo quiero de otra forma ;p !!!!!! , I wanna feel sore the next day ! (x	2
Diana , por q no nos compartes videos más fáciles ? Respuesta : Repite hasta q entiendas . If you think u can or u think you can n't you 're right	0
adilet ya somos bffffffff 's pues ha beaming face with smiling eyes	2
torres pos a cual guy has de aver metidooo / .	0
no nomas te sientes nando , asi estas .. lol jkjk no t creas	2
From time to time : De vez en cuando , From time to time I 'll retweet posts , I hope that helps to remember them better	1
I do n't eat pozole	0
no es correcto preguntar where the restrooms are , le hace falta algo antes como I know where the restrooms are ... o	1
Quien se echa una bedtime story ?!?!??	2
Bear with me : Aguantame un momento por favor . Bear with me guys , this lesson may take a while .	1
Stuff one ’s face : Comer mucho . I ’m so hungry , I ’m going to stuff my face with pizza when I get home .	2
Are Una Historia Con Tu Cuerpo ~ Reggeaton kiss mark smiling face with heart-eyes red heart	2
Do n’t settle for less : No te conformes con menos . Yes you can understand like a native speaker , you do n’t have to settle for less .	1
Si uno k es bonito sufre imajinate los feos ? Lmao se pasan ... ha	0
JOSEPHLOKO no pos wow thanks tho face with tears of joy	2
Empty handed : Manos vacías . After a night of gambling they walked out of the casino empty handed .	1
No mames pinche autocorrect culoo raised fist	0
Osea I know we wanna party Pero Tampoco no Aya Asta Dallas squinting face with tongue	1
Pig out : Atragantarse/Comer mucho . I do n't pig out really , but I eat enough food to keep my energy up after my running .	1
Thirsty Thursday or cielo ?? Hmm ... lol jk I have finals to take care of .	2
Yo Pense que Nomas Iva ir a comer no a Limpiar lol Jk smirking face face with tears of joy	1
Most likely es :) $	1
Me dises tu oh me entero yo de todas formas !!! :D Your choice ...	2
So did chapo break out again or puro pedo ?	0
Bet Real Madrid fans andan mojados	0
El Juego Nomas era De Una week oh que Pedo ? / . -	0
Ends meet : Para sobrevivir . I need another job , I have to make ends meet .	2
Hasta el dia de hoy .. yo te ame no lo niego .. hasta el dia d hoy xk ya me canse de ser siempre tu juego .. k t perdone dios xk yo ya no puedo	0
romero19 Determined es la mas exacta pero para algunas cosas stubborn es MUY usada hope it helps :)	2
Cranky : Malhumorado/Caprichoso . After her nap , she woke up very cranky .	0
Time for class	1
teee your eyes were red or what haha ? , my mom always telling me about how I always smell like kush nd I 'm like gracias face with tears of joy face savoring food	2
Casi mil corazones me an adorado !!!!!	2
Trying too hard : Poner MUCHO empeño . Maybe she ’s not interested in you because you ’re trying too hard .	1
Set loose : Soltar I tied the dog to the tree , but the kids set him loose	1
Late night dab seshs	2
romero17 hmm no solo se usa al final , dame un ejemplo	1
Giggle : Risita . Every time I see a baby I can n’t help but to make them giggle .	1
There 's two of them : Son dos . Shit , there 's two of them . From the movie Top Gun	2
Yo kiero pluckers :/ Lol	1
Hold me back : Detener I ’m determined to achieve my goals and I wo n’t let anything hold me back .	1
it all depends on what kind of ppl you surround urself w/ no todos los hombres mentimos .. at least I certainly do n't :)	1
Stutter : Tartamudeo/Tartamudo . What ' The King 's Speech ' got right is that stuttering is a lot more than just repeating words	2
fuck it con que sea food smiling face with sunglasses face with tears of joy	0
Estas rolas viejitas got me feelin some kinda way !!! Man I wish GranMexicano was still open w atx y DjPollo ! Best years of my life	2
Casi no entiendo :] :] , el cero como " o " , si las personas lo usan MUCHO :) 1009 = ten o nine	2
Pay close attention : Presta mucha atención . Pay close attention because I ’m only going to explain it once .	1
I 'm go lay with my mommy tell her I had a nightmare .. aver si no me tira de la cama	0
tienes razón , literal sería así , casi no caigo en cuenta trato de no hacer traducciones literales sino lo q significa slds :)	1
aunque no se si realmente quieras decir wise , es q realmente no me imagino a alguien wise que tenga low self esteem :)	1
Well put : Bien dicho . Well put Kassandra , that was a very good point .	2
si , videos cortos con diálogos de la vida real , como hablan las personas de la vida real British and American :)	2
The buck stops here/La responsabilidad es mía/The buck stops here , I can n't blame my team for this delay , at the end I 'm the person in charge	1
Osea no Te Enojes Porke Conmigo Porke America Perdio I was just asking loudly crying face raised hand	0
We can talk this through : Solucionarlo conversando Let ’s not fight , we can talk this through .	2
By far : Varias cosas una es “ Sin duda ” Les Miserables is by far my favorite movie of the year .	2
Y si no pues nimodo , always with them en las buenas y en las malas ..	2
test drive nigga come asap	1
I 'm mat AT you . NO es I 'm mad WITH you . estoy enojado contigo	0
torres eske I hardly ever get on FB anymore ! I 'm mainly on Twitter now !	2
Happy Birthday to my amazing Mother and tio ♡ k estan con nosotros siempre !! :)	2
Throw a party : Hacer una fiesta . Are you going to throw a party for your birthday ?	2
Ni de amores se muere ni de recuerdos se vive .	0
Mock : Burlarse de/Ridiculizar a alguien . Comedians love to mock politicians .	2
When they call from school & my mom says Ora que Isistes / . - & it 's not even for me neutral face face with tears of joy face with tears of joy beaming face with smiling eyes	0
Mi Suegra A Milf Thooo lol lmao jk	2
lool im just playing witcha haha :P I know el recodo would be best haha	1
I do n't think Marta is ( 14 ) , I actually think she is very ( 15 ) ( 14 : Tímida ) ( 15 : Extrovertida )	2
haha no era obvio , I wanna go to one of there concerts I heard it craacks smiling face	2
itskayyyyy pues casi casi lmao , cres que eres fea o que ?	1
I was gonna start a new diet but I forgot I was gonna be eating cake and carnitas every weekend (; lol	2
Nice try ! Suena lógico , pero la frase más exacta es Keep track , keep up the good work :) that 's the way to learn :)	2
t ’s packed : Está lleno / abarrotado Let ’s go around because it ’s packed inside .	1
Cual Pinche forever Mejor Ponte Acer Algo Bueno unamused face	0
my casita	1
Sleepy tengo :/	0
Buen consejo ( I hope ) no trates de pensar en español para traducir al inglés , intenta aprender frases completas de la vida real	2
Go about one ’s business : Hacer lo q uno normalmente hace . How could she do that and then go about her business as if it never happened ?	1
yo usaría United we stand . Have a great week :)	2
Voy a ir a Pedir Perdon lol squinting face with tongue	2
Puñales lol	2
alchohal and kosher salt in a bag the salt scrapes the resin while the alchohal washes it away	2
Que pija de gol men	0
Cuando viejas me dicen que estoy guapo me hago del rogar pa ver si es al chile o puro pedo porke algo kieren lol	0
My Gf is a hoe ass nigga when it comes to feeling remorse for them poor little pollitos k los hicieron chicken McNuggets :(	0
I was n't gonna go to school tomorrow but yea he convinced me ! unamused face grinning face with sweat two hearts	2
spensa lmao ass tweet , nah ten nvmind ur senior year gunna lagg , got another year of this bullshit lmao face with tears of joy	1
tienes un snapchat :) ?	2
romero19 la verdad se usa pero no es MUY usada Determined and stubborn so MUY usadas , I 'm so stubborn , I 'm not going to quit . +	2
That ’ll do it : Es suficiente . Person 1 : Is there any more work that needs to be done ? Person 2 : No , that ’ll do it .	2
lmao que suerte xD , she liked all your pics too ? face with tears of joy face with tears of joy	2
Two can play that game : Algo así como pagar con la misma moneda She 's talking smack about me behind my back , well , two can play that game .	0
Overboard . Exagerar I think I went a little overboard with the dressing .	2
Me and you playing fifa , no se piensalo ? Lol xD	2
Verda Asta me sorprendio cx lol flushed face OK hand two hearts	2
DeNada ! I may 've graduated but I wo n't 4get about MyLittlePals :) especially u since u were the only 1 who did her work -.- lol	2
Hop in : Meterse I ’m just going to hop in the shower real quick . Everyone just hop in ( no se dice pero se entiende q es the car )	2
lol okay pa cuando van a tijuas haha smiling face	2
Squinting . Entrecerrar los ojos ( como para enfocar bien ) I got glasses because I could n't stop squinting .	2
itskayyyyy lmao you do n't need me to look dumb , tss ni te nojes lol face with tears of joy	1
Well off : Con solvencia económica . The Lopez family is pretty well off ; they have their house payed off and even take vacations overseas	2
Boy13 my grandpa kiuvoo pinche viejio huango	0
itskayyyyy lmao I guess the icebreaker was effective if you keep reminiscing about it lol face with tears of joy	2
te llevo un Cockmeat Sandwich si quieres lololol	2
gunna knock pout now	0
Lol cx Tambien yours cx !	2
OmarReyes mom , how come you did n't know that , it 's very common :) yo creo q es porq nunca duermo hasta tarde :) :) :) slds	2
ct Hijos digo lo mismo , si hubiera tenido twitter hace 20 años jeje :) let 's keep in touch :)	2
Boy13 pinshes shishotas everywhere	0
eso estoy aprendiendo :) TY !	2
Have a thing for : Sentirse atraído por alguien . I have a thing for men in uniforms .	1
Stick to the plan : Ceñirse al plan . That idea sounds great , but lets stick to the plan .	1
hahaa con razon no quieras ir lol , how was yor weekend ? I 'm starting a new semester tommarow face with tears of joy face with tears of joy face with tears of joy unamused face	1
ahh y si lives se pronuncia como lo escibiste laɪvz :) , el plural de life , laɪf	2
I have no clue : No tengo ni idea . Person 1 : Where ’s Sarah ? Person 2 : I have no clue .	1
pasame . un link aver	2
Pero ya goodnight squinting face with tongue	2
How about if you and I , Me and you bailamos bachata ! ;) That song tho	2
Be careful what you wish forTen cuidado con lo que deseasI know u want her gone , but be careful what u wish for cause she may never return	0
itskayyyyy no pos wow , y que ya vas pal collegio o ??	2
yo solo se k Gano Barcelona !!!! Hates gonna hate lmao :D Ok bye .	0
lol te conviene xque ahora puedes ir a garar de la buena kissing face dashing away maple leaf fire face with tears of joy OK hand	2
Cut in Chunks : Partir en Trozos . Take a tomato and cut it in small chunks .	2
Careless mistakes . Errores por descuido . Try not to make any careless mistakes	1
Crash : Figurativamente algo así como quedarse dormido rápido por cansancio . Sorry I did n't reply , I crashed early .	1
steffers24 no pos wow face with tears of joy	2
Justin me trata Como Su Plato De Segunda Mesa like ugh he has a gf ! tired face angry face	0
Like just stop Muy Apenas I Dejo a Mi sister use it cx	1
FML nomas eso m faltaba !!!!!!!!!! news	0
gayyyy lol jk fucking annoying I swear but mensaaaa lol	0
lmao your already know k soy experta en eso !! Ha	2
pff escuche un pedo ? :D haha naww todavia NO ah nasido el k me lo calme nomas k im taking a break !! Lol	2
Niish No lo había pensado , el equivalente en mi tierra sería : no hace caso como dices tu , se rehusa a escuchar es muy buena interprerac	1
haha all bad y ellos toqan en cualquier de tus paris ?	2
MiloVillarreal well they are in la liga so I dont see how its funny !! :P lol Just watch	2
haha arroz a mi las chinas ni me emocionen cooked rice	0
You thought wrong : Estabas equivocado/Pensaste mal . Person 1 : I did n’t know I had to pay you back . Person 2 : Well , you thought wrong .	0
vaaammoooss :))) lol it been a while since I 've chilled in San Pedro haha face with tears of joy	2
We are not locals , do you know of a good restaurant around here ? ( Do you know OF , no olvidar el OF )	1
OH MY .. Lol I LOVE This Pic !!! You look so mysterious ! O.o Ur eyes make me feel so .. idk but te ves Bien Hermosa Prima ^.^ heart suit heart suit	2
en serio lol idk I mean if I text you at this time I excpect a reply around the same time que no ?	0
The way you say " fuck that bitch " Like damn yo que Ise ! beaming face with smiling eyes	2
que vas a estudiar ? Hacer tortillas a mano lmao ? face with tears of joy clapping hands	2
Having a boyfriend is just not my thing Poreso Siempre Estoy single Aunke no Kiera unamused face face with tears of joy squinting face with tongue	2
ps usted cuando tenga tiempo ! Nesesito k aprender porque soy media mala pa ' el merengue lol	2
Ahh okay gracias OK hand smiling face with smiling eyes	2
Misguided : Mal informado You may be misguided by all of the false information on the internet .	0
tornado Yo aquí estoy es aprendiendo español :) no es broma , además feliz con ello :) ty !	2
spindola En general Earth es el planeta Tierra hay frases q lo usan como ground to Earth . Soil es lo q usas para tus plantas ...	2
The fact that my family bought sonic I yo Por Estar en Adieta no pidi nada weary face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face	0
Wacky : Absurdo/Chiflado . The clown was dressed sort of wacky and tacky to amuse the children .	1
haha pero hay unas que se exageran like sick status face with tears of joy	0
Fuck You Pues no Te Voy a Decir Cuando Lo Aga ya Nomas vas a Ver Cuando diga Campeon & Diana are now friends face with tears of joy	0
The new neighbors are so ( 35 ) ( 35 : extraños )	0
Tucking someone into bed : Llevar a la cama a alguien ( un niño ) Jose tucked his son into bed an hour later than he should have	2
jaimes pues you invited me to go chill but idk I wasnt really feeling it today .. mensa invita a tu boo	2
comete something face savoring food	2
When the dust settles : Cuando pase la tormenta/When the dust settles & emotions are n't running high , we can make a decision about the divorce	1
Ahhhhh ESA NOOOOOOO Cualquiera pero esa Nooooooo !!!	0
Me voy a tomar la libertad de inventarme un símbolo para la t " muda " lo van a ver en la website , esto no es oficial , pero ...	1
That tequila rose is the best !!!!! ^.^	2
jaimes girl bente pa la casa .. ya t abia dicho chingao ! Nomas k te dije k mas tarde cuz ahorita estoy con mis nieces !	0
BBonjour si no soy marathon runner lol xD fuhk it tho me la riezgo haha	1
Got the ranfla waiting perro	1
contreras its leon not pachuca .. pachuca no llega ni a la liguilla	2
Ahh really pos que Tiene we should go but not today smirking face	2
no es problema de spam , es el progrma q envía correos , no es muy confiable :( ya estoy buscando otro para q no vulva a suceder :)	2
Let me Hollaa cx	2
Yummy : Sabroso . This Italian dish is yummy !	2
Get back on your feet : Algo así como Recuperarse I will go back to work as soon as I get back on my feet	2
De la película Pulp Fiction : Busboys ? Some wetback getting paid a dollar-fifty an hour , really give a f@*k you 're stealing from the owner ?	0
You told me not to : ( presta Atención A la forma Gram)You told me not to get you anything so I did n’t .	0
De ahora en adelante van a poder hacer video chat GRATIS por la compra de audio , es INDISPENSABLE q alguien que hable inglés te corrija ...	2
Yo sigo Mi camino I no Vuelvo pa tras headphone winking face	2
Escucha MUCHO audio en inglés incluso cuando no entiendas continua escuchando :) just like small children do , trust me ! I know you can do it	2
Cold shoulder : Desprecio . I tried to hug her , but she gave me the cold shoulder .	0
oh I only say it porque dice " guey " ha	2
ya lost bruh unacceptable	0
I seriously have no life Rn Nombre pos ontan todos que Se me Pierden face with tears of joy face with tears of joy	0
lmao es la pura neta hundred points	2
Cut her loose : Quedar libre Now that we know of her attempt to steal from our business , it ’s time to cut her loose .	0
Well put : Lo expresaste muy bien . That was well put ! I could n't have said it better myself !	2
Nunca me arrepiento de lo k ago aun k aya sido un error , at the end of the day its what I wanted .	2
We ’re done : Ya terminamos MUCHO más usado que finish . We ’re done talking , this conversation is over .	0
itskayyyyy enserio battlefield be too active haha	2
No te estreses en entrevistas : What is it about this company that attracted your attention ? In other words , what made you want to work here ?	2
4ever Recuerda q aprendí por oído , y no recomiendo mucho las reglas de grámatica . Cuando es leave y después una acción yo ...	1
Come up : Varias cosas una es Aparecer I need to pay off my ticket , but I ’m broke . How am I going to come up with the money ?	0
chubbs get up and go outside perro we Gunna smoke	1
I Was n't Eso Fue Un Decir & I know person tipping hand blue heart relieved face	2
Put together : Luce bien She ’s always very well put together with her clothes ironed and her hair done .	2
En el Walmart tavan biendo el Pinche Super Bowl whatever face with tears of joy	2
Hola Barranquillera :) I 've been sick , that 's why I did n't reply , love it more when you guys step by and say hello see u around	2
lol k paso xD ?	1
When I was talking to a guy & my brother pulled me away Pinche jealous brother que Tengo ! face with tears of joy face with tears of joy face with tears of joy loudly crying face squinting face with tongue	1
Y si la vez dile que ya ni me acuerdo de ellaaaa ... mannn I Miss Aliados De La Sierra ...	0
Throw under the bus : Delatar . Brother : I told dad you crashed the car . Sister : Thanks for throwing me under the bus .	0
Too little , too late . Ya es un poco tarde para ello . Person 1 : I ’m trying to get her back . Person 2 : Sorry , it ’s too little too late	0
ambos existen : pero voy a revisar , creo que me equivoque en el spelling , I always say hang on to :)	2
quieres mi cockmeat sandwich ? Lmfao di please otra vez hahahaha andaleee hahaha	0
jaimes ba you sounded lk my sister ! ! :D its alright no te enseles aprende k ay k compartir .. lmao	1
torres lol my parents love leaving me at home xk me traigo media tienda lol	2
Feisty . Significa varias cosas , una de ellas es malhumorado . She 's nice but sometimes she can be feisty .	1
Me quiere colgar pa ver k estoy twiteando !!! Pinche vieja chismosa me caeeee !!! Lol	0
itskayyyyy de repente vas a ver que todos se van a levantar lol	2
teee lol that 's a new one , a que sabe ?	2
Binge drinking- Consumo excesivo de alcohol . Many college students are known for binge drinking ; they drink to get drunk .	0
No lo sabía TY !	1
“ : Taco Bell is nasty with their fake ass tacos . ”	0
Wait up Espera ( el " up " es de adorno ) Will you wait up for me ? I have to run to the store	2
lol some birria will be made	2
jaimes oh shit ahora si ba a nevar .. you have a Boo how cute :D Just dont end up taking carlos haha jk Si tu dises :D	1
ya casi 3 años ... wow k rapido vuela el tiempo : 0 / . ^ heart suit	2
Keep myself from : Dejar de . I can n't keep myself from eating sweets .	2
steffers24 haha perks of having a job lol	2
jaimes " prima " im up for tmrow ! :D	2
jaimes thats what I said ya ni invita - -	0
lmao maybe , tbh I can n't pick just one state cuz cada quien tiene sus premios lmao xD smiling face	2
My sisters always make fun of me , disen k ya ay kede !! Lol	0
Only child . Hijo único Person 1 : Do you have any brothers or sisters ? Person 2 : No , I ’m the only child .	2
It is not that I am ( 36 ); I just do n't want you to drive my car ( 36 : egoista )	0
Con la Mamada que me Salio to funny loudly crying face face with tears of joy face with tears of joy face with tears of joy	2
las incluiré en próximos tweets para aclarar tu duda , saludos :)	2
Lmfaoo Shit Idk Pero Encuentren Ride Osea We 've been planning this all week face with tears of joy face with tears of joy neutral face neutral face face with tears of joy beaming face with smiling eyes	1
lmao bong hits will have you sleeping on a cloud ! Aun que duermas en el piso lmaoo face with tears of joy	2
Messi was muggin el angry face	0
I told you so : Te lo dije . El so hace falta para algunas frases , como Person 1 : My boyfriend is n’t as good as I thought . P2 : I told you so	1
lmfao Pendejaaaaa jajaja tas bien cresta guacha jija de tu maaa lol that 's why ur failing english lee bien bae jajajaja	0
va estar acariciando a la vaca diciendole K la ama y she 's so glad she has a friend like her y la cow va estar	2
090812 freeze ? Tengo raisin nutz pensive face	1
Whatsoever : Algo así como " en absoluto " I do n’t eat fast food whatsoever .	1
Chick flick : Para chicas . My boyfriend wo n’t watch the movie with me because he says it ’s a chick flick .	1
What are you running from : De qué huyes ? What is it that you ’re so scared of ? What are you running from ? Your past ? Your fears ?	1
im ready now wbu ?	2
Ctoni estoy confused :/ vamos por la piña	0
Mom to be : otra forma de decir Está en embarazo . She ’s a mom to be of a baby girl .	2
That song de camilo blanes is so cute ♡	2
Al Estilo De Rancho , Bien Movido y Hasta El Suelo , DAMN Lol heart suit heart suit heart suit	2
Shaggy : Peludo/Lanoso . Our dog used to be so shaggy that the hair would cover his entire face .	2
Lack Thereof : Falta del mismo / Falta de He worries about money , or lack thereof .	0
My niece is just too perfect !!! She farts and says " No Fui Yo Fue Ma !!! iiiiuuu maaa !!! it stiiiinks !!! heart suit	2
Praise the lord : Alabado sea el Señor . Person 1 : Hey I got a raise at work . Person 2 : Praise the lord ! I ’m so proud of you !	2
thats the problem .. I dont eat healthy all these tamales and stuff are not helping ! -.- & yeah im back !!	0
Mark my words : Recuerda mis palabras . This economy is going to suffer , you mark my words .	0
I was going thru my pictures and I found a video donde me esta cantando la de La Diferiencia . .. haha funny stuff !! :D	2
He do n't even sing corridos tho downcast face with sweat	0
teee yeah it 's runs igual al 10 but idk where you would get off .	1
Ella es lokita pero es dulce come candy !!! :)	2
Jealous no solo significa celoso , tambien significa envidioso . You 're going out with Julio ? wow I 'm so jealous	0
Dress up : Vestirse Elegante . Are you going to dress up for dinner tonight ?	2
Feeling blue : Estar deprimido My dog was feeling a little blue today .	0
Beans aplastados OK hand	2
Power-nap . Algo así como una siesta energética/para retomar energía Let me take a power nap real quick .	2
A dormir se a dicho ! 1st day of work mañana ... we 'll see how it goes tomorrow ! I 'm nervous !	2
Rain or shine : Llueva , truene o relampaguee . I will always love you unconditionally , rain or shine .	2
jaimes yeah I know but I cant help it ... lmao aver cuando	2
March 2 the day I lost my aunt And My Abuelo 's Birthday Rip to both of them sleepy face old man red heart folded hands pensive face	0
Gano Tonight En El Eso Mero Mi Jente (; !!!	2
Me acaban de decir que whatsoever y anyway no son sinónimos , en la oración q das cualquiera funciona bien , :) slds .	1
Dont call me " Boo " , Bae " or any of that fuck shit if I 'm not yours . My name works just fine "	0
Back when I was worry free cada viernes ayi estabamos to2 los InkietosAbandonados ! Ayi abajito dl escenario con DjLiz ! Pistiando 2 her Mix 's	2
creo q no me expliqué bien :( en lugares públicos siempre digo restrooms , esa era parte de la preguna original ,	1
Like Mejor no me ilusionen !	2
Deal breaker : Condición indispensable . I was going to buy the house but the backyard was ugly , that was a deal breaker for me .	0
fresh ass Tommy shirt !!	2
Yet : Aún . ( observa el uso de " yet " en esta frase ) I have found yet another problem with the car , I ’m taking it back to the shop right now	1
I was framed : Yo soy inocente , pero alguien ideó eventos con el fin de incriminarme falsamente . I did n’t commit the crime , I was framed .	0
no pos wow ! Haha like I care .. im just stating it will be diff	2
StopBitching , Fuhk you just pick up te gram lol ill pick it up hundred points	1
La vida te esta cobrando to 'o lo k me hisiste	0
No es q en las películas hablen rápido , es q nosotros nos acostumbramos a entender despacio , SI puedes entender sin subtítulos , trust me :)	2
Come to your senses : Recobrar el sentido You need to come to your senses and quit drinking .	0
Lmao Si Verda c ; their all taken Thoe ! Pero ya Van a Dejar A la Novia so Ay Les Llegamos lol angry face face with tongue	0
Estos Corridos got me like pistol smiling face with sunglasses clinking beer mugs pill money bag	2
hahaha yo voy de padrino de rizas lol jkjkjk	2
4ever creo q escribiste dos verbos diferentes por error , a mi me pasa todo el tiempo , ambos son leave cierto ?	2
Playing hard to get : Se hace la/el difícil Person 1 : Why has n’t she called back ? Person 2 : She must be playing hard to get .	1
So far so good : Hasta aquí todo bien I ’ve already made all the reservations and packed all the bags , so far so good .	2
" : No se que tienen mis ojos que puros pendejos veo LMFAO !! " Dawwggg !!! RT !!! Por 'doquiera hay orita .. es una Epidemia ALV	0
Tease : Tomar el pelo ( se entiende en todas las regiones ? ) Her husband likes to tease her about her new hair style .	2
Do you know of a bar that is walking distance from here ? ( Walking distance , simple pero algunas veces no encontramos la frase exacta )	1
Mija back off oncoming fist angry face	0
I go there like all te fuhkn time cuz I live like rite across the street lmfao , there salsa is the best fire face savoring food hundred points	2
Ta muy pinche scary pa drive home orita ... y mas cuando estoy bien chocomil	0
Pamper : Consentir . I like to pamper my mom when she ’s sick .	1
That latina lady on Wendy is ANNOYING !!! So Close Minded ...	0
BBonjour pendejo no me creo !! Pero guapo soy lmao , chales let 's go get nachos from Alberto 's !!	1
you could see the punetes de San Pedro from up top the hill	1
You are so ( 12 ) , how can you tell the child that she is ( 13)(12 : Mezquino ) ( 13 : fea )	0
Me : no Mames face with tears of joy face with tears of joy face with tears of joy	1
en la madrugada o en la tarde ? I need to add more classes but everything is packed af	1
4ever ambas frases estan bien , keep it up :)	2
Good block pero valio madres el remate	2
jaimes uhh tu t lo pierdes .. lol jk	1
hahaha that nigga was hittin them hoes daw smooth moves el	2
I could n't help it ; I had to say the party was ( 28 ) , even though I wanted to be ( 29 ) ( 28 : aburrida ) ( 29 : amable )	1
no les hagas caso lol clapping hands	1
Firme ass workout with the primo oohh clapping hands oncoming fist flexed biceps	2
More than meets the eye : Más difícil de lo que parece . There is more to that problem than meets the eye .	0
It dawned upon me : Caer en cuenta . Then it dawned upon me that I was actually going to have the job .	2
lmao xfin huh , what colleges did you apply too ? face with tears of joy	2
Pues por ay esta el dicho que uno es como la gente que we asocia con ... She NEED Jeeezasss lol cuz all that fake ai n't good cahhh lol	0
Aprender inglés ( de la vida real ) en GRAN medida depende de lo que hables y escuches , el inglés hay que VIVIRLO , más que estudiarlo :)	2
ahhhh con razón , a mi me encanta pero es MUY difícil , he visto Shakespeare in Love mil veces y hay cosas q no entiendo jeje	1
Bells and whistles : En Colombia Con todos los juguetes/Con funciones adicionales atractivas . I got a car with all the bells and whistles	2
Onto something : Estar tras algo . Nick has been acting a little strange lately , I think he ’s onto something .	1
Make the cut : Pasar la prueba . Getting into medical school is very difficult , only a few make the cut .	2
lol where did they go or ?? I 'm never home alone loudly crying face	1
yeah daw SLP el	1
Stuff one ’s face : Comer mucho . I ’m so hungry , I ’m going to stuff my face with pizza when I get home .	2
Struggle : Luchar/Forcejear/Enfrentar algo con dificultad . Why is it such a struggle to remain faithful ?	0
:) es una frase q yo uso sorry no la expliqué para decir q de verdad ellos no hablan rápido , nosotros entrenamos el oído con audio +	2
haha pues si tu dices yo no te niego lol , pero xque dices eso ? you think your a handful or what :p ?	1
that 's beyond stupid .. that shit is outta there 1 . Es una mocosa 2 . A teddybear ? Really ? 3 . I hope the bitch get AIDS lmao	0
Lil more curve y mocos	1
Get down to business : Algo así como Vamos al grano . Enough joking around , we have a lot of work to do . Let ’s get down to business .	2
Take a stand : Toma una posición Please take a stand on which view you agree with .	2
Boy13 nahhhh ya nunca jamas agarras un snap !!! disappointed face angry face person pouting	0
Ahhh pinche Pandora ... la tenias k cagarrrrr ... why the fuck would you put Luis Coronel 's faggot ass in my Duranguense playlist ...	0
Smug : Engreído/Petulante . The villain had a smug grin on his face .	1
jaimes dang .. & I will girl nomas k ahorita no ay aki en la casa - -	0
Can you tell me who SHE is . Tendemos a decirlo incorrectamente : Can you tell me who IS she . Hope this helps :)	2
Freeloader : q toma ventaja de la generosidad de otros . My roommate is living off of my rent payments and food . She is such a freeloader	0
Como Dije me Dejen oh no me Dejen Alli Tengo la window ya Esta kebrada I no Tengo dingun Problema salirme Por Alli face with tears of joy face with tears of joy OK hand winking face	2
Esa vieja has a deeper voice than mines !! fearful face	2
Turn a blind eye to : Hacerse el loco con . Violence is bad , we should n't turn a blind eye to it	1
Devious : Calculador/Engañoso . I knew that Kate had stolen the money because of her devious smile .	0
Yess I Do Pero Tu No . flushed face	1
4ever diría to , pero mira la frase completa , She leaves home to go to work at 6 am , normalmente dicen She leaves for work ...	1
lo voy a explicar en un video pero les voy a dar puntos por cada dolar y con esos puntos gratis les voy a dar clases online	2
congrats hobbit !!! hechale chingadasos Lol see-no-evil monkey clapping hands oncoming fist hundred points face with tears of joy	2
Pep talk . Discurso para dar ánimo Let me give you a short pep talk on how it works .	2
Cuddle : Abrazarse ( normalmente acostados o sentados ) I just want to go home and cuddle with my kids .	2
lmao te la creo you 'll dance hasta que canta el gallo face with tears of joy	2
Cold shoulder : Desprecio . I tried to hug her , but she gave me the cold shoulder .	0
That girl did not just say shit to my sister / . - Esa puta va amaneser colgada pouting face	0
lol true pero nooo I gotta save up pa ese diaaaa !!! :)	2
Lol Aki Es Puro Guanajuato kissing face with closed eyes two hearts	2
ahhhh ya veo he lives in my memory and our lives se escriben igual pero se pronuncian diferente porque son dos cosas diferentes	0
Wetback : Mexicano ( casi siempre ilegal ) para algunas personas no cultas , los hispanohablantes somos Mexicanos . Como los asiáticos son chinos	0
bootay de donde eres ? No eres gringa lol ? flushed face face with tears of joy	1
